"Type","Subline Code","Tariff","No Pass","Class","Unit","2015","2014","2013","2012","2011","2010","2009","2008","Body Type"
"FOTON","CV","1","8","A","FOTON VIEW STANDARD LTD ED 15STR M/T","0","915000","810000","0","0","0","0","0","VAN"
"FOTON","PC","1","8","B","FOTON VIEW TRAVELLER  M/T","0","1145000","0","0","0","0","0","0","VAN"
"FOTON","CV","1","2","B","FOTON WIND C&C M/T","0","0","0","260000","0","0","0","0","AUV"
"FOTON","CV","1","2","B","FOTON WIND D/S M/T","0","0","0","290000","0","0","0","0","AUV"
"FOTON","CV","1","2","C","FOTON WIND MPV M/T","0","0","0","335000","0","0","0","0","AUV"
"HONDA","PC","1","5","B","HONDA ACCORD 2.4 S A/T","0","0","0","0","0","880000","0","685000","SEDAN"
"HONDA","PC","1","5","B","HONDA ACCORD 2.4 VTI-L A/T","0","0","0","0","0","995000","880000","775000","SEDAN"
"HONDA","PC","1","5","B","HONDA ACCORD 2.4 S OC A/T","1720000","1515000","1335000","1175000","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA ACCORD 2.4 S WP A/T","1740000","1535000","1350000","1190000","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA ACCORD 2.4S VTI-L A/T","0","0","0","0","1105000","0","0","0","SEDAN"
"HONDA","PC","1","5","C","HONDA ACCORD 3.0 V6-OC A/T","0","0","0","0","0","0","0","795000","SEDAN"
"HONDA","PC","1","5","B","HONDA ACCORD 3.0 V6-WP A/T","0","0","0","0","0","0","0","800000","SEDAN"
"HONDA","PC","1","5","C","HONDA ACCORD 3.5 V6-OC A/T","0","0","0","0","0","1190000","1050000","925000","SEDAN"
"HONDA","PC","1","5","C","HONDA ACCORD 3.5 V6-WP A/T","0","0","0","0","0","1195000","1055000","930000","SEDAN"
"HONDA","PC","1","5","C","HONDA ACCORD 3.5 EX V6 A/T","0","1805000","1590000","1620000","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA ACCORD 3.5 EX V6-WP A/T","0","1825000","1610000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","C","HONDA ACCORD 3.5 S-V V6 A/T","2097000","1850000","1625000","1430000","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA ACCORD 3.5 S-V V6-WP A/T","2117000","1865000","1640000","1445000","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA ACCORD 3.5S  A/T","0","0","0","0","1335000","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA BRIO 1.3 S A/T","649000","0","0","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA BRIO 1.3 S M/T","609000","540000","0","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA BRIO 1.3 V A/T","729000","0","0","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA BRIO 1.3 V M/T","689000","0","0","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA BRIO AMAZE 1.3 E M/T","629000","0","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA BRIO AMAZE 1.3 S A/T","689000","0","0","0","0","0","0","0","SAEDAN"
"HONDA","PC","1","5","A","HONDA BRIO AMAZE 1.3 V A/T","769000","0","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA BRIO AMAZE 1.3 V M/T","729000","0","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.3 A  M/T","0","0","0","540000","480000","420000","370000","325000","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.3 S  A/T","0","705000","625000","565000","500000","440000","390000","340000","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.3 S  M/T","0","670000","590000","540000","480000","420000","370000","325000","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.3 S MODULO SE A/T","0","0","645000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.3 S MODULO SE M/T","0","0","615000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.3 S MUGEN  A/T","0","805000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.3 S MUGEN  M/T","0","770000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 E CVT A/T","799000","705000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 E  A/T","0","0","665000","590000","515000","455000","400000","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 E  M/T","759000","670000","0","520000","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 E MODULO CVT A/T","824000","0","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 E MODULO SE A/T","0","0","715000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 E NAVI+ CVT A/T","859000","0","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 E NAVI+  M/T","819000","0","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 E NAVI+ MOD CVT A/T","884000","0","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 EL  A/T","0","770000","680000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 EL MUGEN LTD A/T","0","860000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 ENC  A/T","0","780000","690000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 ENC MUGEN  A/T","0","885000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 V ABS M/T","0","0","0","0","0","0","0","325000","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 V CVT A/T","0","0","0","0","0","0","0","335000","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 V  A/T","0","0","0","0","0","0","360000","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 VX CVT A/T","890000","785000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 VX AERO SPORT A/T","945000","835000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 VX MUGEN CVT A/T","1040000","0","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CITY 1.5 VX+ CVT A/T","980000","865000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","A","HONDA CIVIC 1.6 VTI A/T","0","0","0","0","0","0","0","385000","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 E A/T","1078000","950000","835000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 S A/T","988000","870000","770000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 S M/T","948000","835000","735000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 E  A/T","0","0","0","725000","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 E MODULO SE A/T","0","0","835000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 E MODULO WP A/T","1158000","1020000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 E MODULO  A/T","1138000","1005000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 EXI SE A/T","0","0","0","775000","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 S  A/T","0","0","0","710000","625000","550000","485000","430000","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 S  M/T","0","0","0","675000","595000","525000","460000","405000","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 SPECIAL ED EXI A/T","0","0","855000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 V  A/T","0","0","0","665000","590000","515000","455000","400000","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 1.8 V  M/T","0","0","0","0","515000","455000","400000","355000","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 EL OC A/T","1258000","1110000","975000","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 EL WP A/T","0","1030000","910000","800000","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 EL  A/T","0","0","0","810000","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 EL MUGEN OC A/T","1388000","1225000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 EL MUGEN WP A/T","1408000","1240000","0","0","0","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 MUGEN  A/T","0","0","0","1000000","885000","0","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 S  A/T","0","0","0","0","0","0","0","510000","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 S  M/T","0","0","0","0","0","0","0","435000","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 SL NHB A/T","0","0","0","0","0","610000","540000","475000","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 SL PWM A/T","0","0","0","0","745000","660000","580000","510000","SEDAN"
"HONDA","PC","1","5","B","HONDA CIVIC 2.0 SL  M/T","0","0","0","0","0","605000","0","0","SEDAN"
"HONDA","PC","1","5","B","HONDA CR-V 2.0 4X2 5-STR A/T","0","0","0","1025000","905000","800000","705000","600000","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.0 4X2 5-STR M/T","0","0","0","920000","835000","735000","650000","570000","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.0 4X2 LX A/T","0","0","0","1025000","0","0","0","0","SUV"
"HONDA","PC","1","7","B","HONDA CR-V 2.0 S 4X2 OC A/T","1483000","1305000","0","0","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.0 S 4X2 WP A/T","0","1245000","1100000","0","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.0 V  A/T","0","1170000","0","0","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.0 V  M/T","0","1020000","0","0","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.0 V MODULO LTD A/T","0","1185000","0","0","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.0 V MODULO LTD M/T","0","1140000","0","0","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.4 4X4 OC A/T","0","0","0","0","990000","875000","770000","675000","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.4 4X4 SX A/T","0","0","0","0","0","890000","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.4 4X4 WP A/T","0","0","0","0","1000000","885000","775000","685000","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.4 4X4 OC EX A/T","0","0","0","1185000","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.4 4X4 OC SX A/T","0","0","0","1095000","0","0","0","0","SUV"
"HONDA","PC","1","0","B","HONDA CR-V 2.4 4X4 WP EX A/T","0","0","0","1200000","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.4 4X4 WP SX A/T","0","0","0","1110000","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.4 S 4X4 OC A/T","1565000","0","0","0","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.4 SX 4X2 WP A/T","0","1345000","0","0","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V 2.4 SX 4X4 OC A/T","0","0","1215000","0","0","0","0","0","SUV"
"HONDA","PC","1","5","A","HONDA CR-V 2.4 SX 4X4 WP A/T","0","1360000","0","0","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V MODULO SPORT A/T","0","0","0","995000","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-V MODULO BW SPORT A/T","0","0","0","1010000","0","0","0","0","SUV"
"HONDA","PC","1","5","B","HONDA CR-Z 1.5 MODULO  M/T","0","0","1170000","0","0","0","0","0","COUPE"
"HONDA","PC","1","5","B","HONDA CR-Z MODULO CVT A/T","1560000","1375000","1210000","0","0","0","0","0","COUPE"
"HONDA","PC","1","5","A","HONDA CR-Z MODULO  M/T","1470000","1295000","0","0","0","0","0","0","COUPE"
"HONDA","PC","1","5","B","HONDA CR-Z MUGEN CVT A/T","1950000","1720000","1515000","0","0","0","0","0","COUPE"
"HONDA","PC","1","5","B","HONDA CR-Z MUGEN  M/T","1860000","1640000","1445000","0","0","0","0","0","COUPE"
"HONDA","PC","1","5","B","HONDA CR-Z STANDARD CVT A/T","1480000","1305000","1150000","0","0","0","0","0","COUPE"
"HONDA","PC","1","5","B","HONDA CR-Z STANDARD  M/T","1390000","1225000","1080000","0","0","0","0","0","COUPE"
"HONDA","PC","1","5","A","HONDA JAZZ 1.3 CVT A/T","0","0","0","0","0","0","365000","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.3 S  A/T","0","700000","620000","545000","510000","450000","395000","350000","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.3 S  M/T","0","665000","590000","545000","480000","425000","375000","330000","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 S A/T","0","0","630000","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 S M/T","0","0","600000","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 V A/T","0","0","685000","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 V M/T","778000","685000","0","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 CVT V A/T","818000","720000","0","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 EX  A/T","0","0","715000","630000","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 I VTEC A/T","0","0","0","0","550000","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 LI V M/T","0","0","0","0","0","0","0","330000","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 V ABS A/T","0","0","0","0","0","465000","410000","365000","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 V ABS M/T","0","0","0","0","0","0","0","330000","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 V MUGEN A/T","0","0","855000","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 V  A/T","0","0","0","620000","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 V MODULO SE A/T","0","0","700000","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 VX CVT A/T","0","810000","0","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 VX  A/T","918000","0","0","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 VX+ CVT A/T","0","845000","0","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","A","HONDA JAZZ 1.5 VX+  A/T","958000","0","0","0","0","0","0","0","HATCHBACK"
"HONDA","PC","1","5","B","HONDA MOBILIO  A/T","0","0","0","0","0","0","0","245000","SUV"
"HONDA","PC","1","5","B","HONDA ODYSSEY 3.5 EXL OC A/T","2800000","2465000","2170000","0","0","0","0","0","MINIVAN"
"HONDA","PC","1","5","B","HONDA ODYSSEY 3.5 EXL WP A/T","2825000","2490000","0","0","0","0","0","0","MINIVAN"
"HONDA","PC","1","0","C","HONDA ODYSSEY 3.5 EXL  A/T","0","0","0","2005000","0","0","0","0","MINIVAN"
"HONDA","PC","1","8","C","HONDA PILOT 3.5 EXL  A/T","0","2290000","2015000","1775000","0","0","0","0","SUV"
"HONDA","PC","1","8","C","HONDA PILOT 3.5 V6 4X4 A/T","0","0","0","0","0","0","0","1160000","SUV"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.4 CVT A/T","888000","785000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","0","A","HYUNDAI ACCENT 1.4 CVVT GOLD M/T","0","0","0","530000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.4 E CVT A/T","698000","615000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.4 E  M/T","648000","575000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.4 GL CVVT A/T","0","625000","550000","485000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.4 GL CVVT M/T","0","545000","480000","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","0","A","HYUNDAI ACCENT 1.4 GL CVVT GOLD A/T","0","0","0","605000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.4 GL W/CDL CVVT M/T","0","0","0","435000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.4 S CVT A/T","828000","730000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.4 S  M/T","768000","680000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.6 5-DR A/T","968000","850000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.6 5-DR M/T","0","680000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.6  A/T","0","0","695000","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.6  M/T","0","0","545000","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.6 E 4-DR M/T","728000","645000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.6 E 5-DR A/T","858000","760000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.6 E 5-DR M/T","808000","715000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.6 GLS CVVT A/T","0","0","665000","590000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT 1.6 L 5-DR M/T","0","855000","0","0","0","0","0","0","HATCHBACK"
"HYUNDAI","PC","1","5","B","HYUNDAI ACCENT 1.8 GLS  A/T","0","0","765000","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT GL CRDI M/T","0","0","0","0","450000","400000","350000","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT GL CVVT A/T","0","0","0","0","465000","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT GL CVVT M/T","0","0","0","0","395000","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT GL LIMITED ED CRDI M/T","0","0","0","0","0","490000","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT GL PW CRDI M/T","0","0","0","0","460000","405000","360000","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT GLS CRDI M/T","0","0","0","0","0","460000","405000","360000","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ACCENT GLS CVVT A/T","0","0","0","0","525000","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","C","HYUNDAI AZERA 3.0  A/T","1988000","1750000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","C","HYUNDAI AZERA 3.0 V6 GLS A/T","0","0","1585000","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI AZERA 3.3 GLS A/T","0","0","0","0","0","0","975000","860000","SEDAN"
"HYUNDAI","PC","1","5","C","HYUNDAI AZERA 3.3 V6 A/T A/T","0","0","0","0","0","1030000","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA 1.6 GL A/T","0","0","0","0","565000","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA 1.6 GL M/T","0","0","0","0","525000","0","0","0","SEDAN"
"HYUNDAI","PC","1","4","A","HYUNDAI ELANTRA 1.6 CRDI VGT GLS M/T","0","0","0","720000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA 1.6 E  A/T","948000","835000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA 1.6 E  M/T","888000","785000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA 1.6 GL CVVT A/T","888000","785000","695000","610000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA 1.6 GL CVVT M/T","818000","720000","635000","560000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA 1.6 L  A/T","1118000","1050000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA 1.6 S  A/T","1008000","890000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA 1.6 S  M/T","948000","835000","0","0","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","B","HYUNDAI ELANTRA 1.8 GLS A/T","0","0","0","0","610000","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","B","HYUNDAI ELANTRA 1.8 GLS CVVT A/T","958000","845000","745000","655000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA CRDI GLS M/T","0","0","0","0","0","590000","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA GLS 1.6 M/T","0","0","0","0","0","0","560000","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI ELANTRA GLS CRDI M/T","0","0","0","0","0","0","0","250000","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI EON GL  M/T","438000","390000","345000","305000","0","0","0","0","SEDAN"
"HYUNDAI","PC","1","5","A","HYUNDAI EON GLS  M/T","508000","450000","400000","350000","310000","0","0","0","SEDAN"
"HYUNDAI","PC","1","12","B","HYUNDAI G.STAREX CRDI A/T","0","0","0","0","0","0","910000","775000","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX CRDI M/T","0","0","0","0","0","0","820000","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX GLS A/T","0","0","0","0","920000","0","0","755000","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX GLS M/T","0","0","0","0","0","0","0","705000","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX GOLD A/T","0","0","0","0","0","0","885000","780000","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX TCI M/T","0","0","0","0","0","0","0","575000","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX VGT M/T","0","0","0","0","0","0","0","700000","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX CRD 10STR A/T","0","0","0","0","0","1045000","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX CRD 10STR M/T","0","0","0","0","0","895000","0","0","VAN"
"HYUNDAI","PC","1","12","B","HYUNDAI G.STAREX CRD 12STR A/T","0","0","0","0","0","940000","0","0","VAN"
"HYUNDAI","PC","1","12","B","HYUNDAI G.STAREX CRD 12STR M/T","0","0","0","0","1020000","900000","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX CRD GLS A/T","0","0","0","0","1105000","0","0","755000","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX CRD GOLD A/T","0","0","0","0","1175000","1035000","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX CRD SS10S A/T","0","0","0","0","0","1080000","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX CRDI VGT GO 10S A/T","0","0","0","1325000","0","0","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX CRDI10SGOLD VGT A/T","0","0","0","1305000","0","0","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX CVX LUXURY  A/T","1940000","0","0","0","0","0","0","0","VAN"
"HYUNDAI","PC","1","10","C","HYUNDAI G.STAREX GLS VGT A/T","0","0","0","0","1105000","0","0","0","VAN"
"HYUNDAI","PC","1","10","C","HYUNDAI G.STAREX GLS VGT M/T","0","0","0","0","995000","0","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX GLS VGT SS CRDI A/T","1733000","1530000","1350000","1185000","0","0","0","0","VAN"
"HYUNDAI","PC","1","0","B","HYUNDAI G.STAREX GLS VGT TCI 12STR M/T","0","1415000","0","0","0","0","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX LIMO CRDI VGT A/T","0","0","0","1930000","0","0","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX TCI GL 10S A/T","0","0","0","1025000","0","895000","790000","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX TCI GL 10S M/T","1283000","1130000","995000","880000","810000","715000","630000","0","VAN"
"HYUNDAI","PC","1","12","B","HYUNDAI G.STAREX TCI GL 12S M/T","1323000","0","0","925000","845000","745000","655000","0","VAN"
"HYUNDAI","PC","1","11","B","HYUNDAI G.STAREX VAN CVX A/T","0","1545000","1360000","0","1080000","0","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX VAN CVX M/T","0","0","0","0","1115000","0","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX VAN HVX A/T","0","0","0","1410000","1275000","0","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX VAN LIMO M/T","0","0","0","0","1740000","1535000","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX VGT GLS 10S CRDI A/T","1453000","0","0","1220000","0","0","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX VGT GLS 10S CRDI M/T","1563000","0","0","1100000","0","0","0","0","VAN"
"HYUNDAI","PC","1","12","B","HYUNDAI G.STAREX VGT GLS 12S CRDI M/T","1603000","0","0","1130000","0","0","0","0","VAN"
"HYUNDAI","PC","1","10","B","HYUNDAI G.STAREX VGT GOLD 10 CRDI A/T","1848000","1630000","1435000","0","0","0","0","0","VAN"
"HYUNDAI","PC","1","5","A","HYUNDAI GENESIS 3.8 GLS A/T","0","0","0","0","0","0","920000","810000","COUPE"
"HYUNDAI","PC","1","5","C","HYUNDAI GENESIS BREM 3.8 A/T","0","0","0","0","1285000","0","0","0","COUPE"
