"Type","Subline Code","Tariff","No Pass","Class","Unit","2015","2014","2013","2012","2011","2010","2009","2008","Body Type"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL 4X4 CVT A/T","0","0","0","0","1005000","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL CVT 4X2 2.5 6-SPD A/T","0","1190000","1050000","0","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL CVT 4X2 2.5 LE A/T","0","1250000","1105000","970000","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL CVT 4X4 2.5 6-SPD A/T","0","1365000","1205000","0","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL CVT 4X4 2.5 LE A/T","0","1430000","1260000","1110000","0","0","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL LE  A/T","0","0","0","0","0","815000","0","0","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL TOKY 4X2 A/T","0","0","0","0","0","0","0","555000","SUV"
"NISSAN","PC","1","5","B","NISSAN X-TRAIL TOKY 4X4 A/T","0","0","0","0","0","0","0","650000","SUV"
"SUZUKI","PC","1","5","A","SUZUKI ALTO 0.8 DLX HB M/T","0","0","0","295000","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI ALTO 0.8 STD HB M/T","0","0","0","280000","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI ALTO 1.0 K10 M/T","439000","390000","345000","305000","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI ALTO 1.0 PRIME EDT K10 M/T","0","0","475000","0","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI ALTO 800 DLX M/T","438000","390000","340000","0","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI ALTO 800 STD M/T","388000","345000","305000","0","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI ALTO DE LUXE HB A/T","0","0","0","0","0","0","240000","0","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI ALTO DE LUXE  M/T","0","0","0","0","270000","0","0","195000","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI ALTO LTD ED  M/T","0","0","0","0","350000","0","0","0","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI ALTO M/T DLUXE M/T","0","0","0","0","0","270000","0","0","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI ALTO STANDARD  M/T","0","0","0","0","0","0","0","180000","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI ALTO STD  M/T","0","0","0","0","245000","0","190000","0","SEDAN"
"SUZUKI","PC","1","3","A","SUZUKI APV 1.6 CARRY PICKUP  M/T","0","0","0","335000","0","0","0","0","PICKUP"
"SUZUKI","PC","1","8","A","SUZUKI APV 1.6 GA I M/T","610000","540000","475000","420000","370000","0","0","0","SUV"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 GA LE M/T","0","0","0","0","0","405000","0","0","SUV"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 GA  M/T","0","0","0","0","0","330000","295000","260000","SUV"
"SUZUKI","PC","1","7","B","SUZUKI APV 1.6 GA 5  M/T","0","0","0","0","0","0","0","270000","SUV"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 GA D/AC I M/T","0","0","0","440000","0","0","0","0","VAN"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 GA S/AC I M/T","0","0","0","405000","0","0","0","0","VAN"
"SUZUKI","PC","1","8","A","SUZUKI APV 1.6 GL II M/T","0","0","0","0","445000","0","0","0","SUV"
"SUZUKI","PC","1","7","B","SUZUKI APV 1.6 GL 5  M/T","0","0","0","0","0","0","0","300000","SUV"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 GLX II M/T","745000","660000","0","515000","480000","440000","0","0","VAN"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 GLX  A/T","0","0","0","0","0","460000","0","0","SUV"
"SUZUKI","PC","1","7","B","SUZUKI APV 1.6 GLX4  A/T","0","0","0","0","0","0","0","365000","SUV"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 SGX II A/T","820000","725000","0","565000","525000","465000","0","0","VAN"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 SGX II M/T","0","0","0","0","510000","450000","0","0","SUV"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 SGX  A/T","0","0","0","0","0","0","405000","360000","SUV"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 SGX  M/T","0","0","0","0","0","0","0","395000","SUV"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 SGX PRIME ED II A/T","0","0","0","725000","0","0","0","0","VAN"
"SUZUKI","PC","1","7","A","SUZUKI APV 1.6 STR  A/T","0","0","0","0","0","520000","0","0","SUV"
"SUZUKI","PC","1","8","A","SUZUKI APV 1.6 STR  M/T","0","0","0","0","580000","0","0","0","SUV"
"SUZUKI","PC","1","8","A","SUZUKI APV PANEL TYP K M/T","0","0","0","0","465000","0","0","0","SUV"
"SUZUKI","PC","1","8","A","SUZUKI APV PANEL  M/T","0","0","0","0","350000","0","0","0","SUV"
"SUZUKI","PC","1","5","A","SUZUKI BRAVO W/ AC DLX M/T","0","0","0","0","360000","0","0","0","AUV"
"SUZUKI","PC","1","5","A","SUZUKI CELERIO HB A/T","0","0","0","0","365000","330000","0","0","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI CELERIO HB M/T","0","0","0","0","350000","320000","0","0","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI CELERIO  A/T","0","0","0","0","0","0","295000","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI CELERIO  M/T","0","0","0","0","0","0","265000","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI CELERIO 1.0 GA M/T","498000","440000","390000","365000","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI CELERIO 1.0 GL A/T","579000","510000","450000","0","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","4","A","SUZUKI CELERIO 1.0 HB A/T","0","0","0","420000","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","4","A","SUZUKI CELERIO 1.0 HB M/T","538000","475000","420000","385000","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI CELERIO 1.0 PRIME ED  A/T","0","0","605000","0","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI CELERIO 1.0 PRIME ED  M/T","0","0","575000","0","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI CELERIO LTD HB A/T","0","0","0","500000","450000","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI CELERIO LTD HB M/T","0","0","0","0","375000","0","0","0","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI DZIRE  A/T","698000","0","545000","0","0","0","0","0","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI DZIRE  M/T","568000","500000","445000","0","0","0","0","0","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI ERTIGA 1.4 GA M/T","619000","545000","0","0","0","0","0","0","MPV"
"SUZUKI","PC","1","5","A","SUZUKI ERTIGA 1.4 GL A/T","752000","665000","0","0","0","0","0","0","MPV"
"SUZUKI","PC","1","5","A","SUZUKI ERTIGA 1.4 GL M/T","712000","630000","0","0","0","0","0","0","MPV"
"SUZUKI","PC","1","5","A","SUZUKI ERTIGA 1.4 GLX A/T","812000","715000","0","0","0","0","0","0","MPV"
"SUZUKI","PC","1","5","B","SUZUKI GRAND VITARA 2.0 A/T","0","0","0","0","0","0","0","605000","SUV"
"SUZUKI","PC","1","5","B","SUZUKI GRAND VITARA 2.4 A/T","0","0","0","0","835000","735000","650000","570000","SUV"
"SUZUKI","PC","1","5","B","SUZUKI GRAND VITARA 2.7 A/T","0","0","0","0","0","0","0","735000","SUV"
"SUZUKI","PC","1","5","B","SUZUKI GRAND VITARA 3.2 A/T","0","0","0","0","1135000","1000000","0","0","SUV"
"SUZUKI","PC","1","5","B","SUZUKI GRAND VITARA 4X2 2.4 A/T","1160000","1025000","0","795000","0","0","0","0","SUV"
"SUZUKI","PC","1","5","C","SUZUKI GRAND VITARA 4X4 3.2 A/T","0","0","0","1255000","0","0","0","0","SUV"
"SUZUKI","PC","1","4","A","SUZUKI JIMNY 1.3 PRIME EDT JLX A/T","0","0","835000","0","0","0","0","0","SUV"
"SUZUKI","PC","1","4","A","SUZUKI JIMNY 1.3 PRIME EDT JLX M/T","0","0","790000","0","0","0","0","0","SUV"
"SUZUKI","PC","1","5","A","SUZUKI JIMNY JLX 1.3 4X4 A/T","845000","745000","660000","580000","530000","0","445000","395000","SUV"
"SUZUKI","PC","1","5","A","SUZUKI JIMNY JLX 1.3 4X4 M/T","790000","700000","620000","545000","495000","440000","0","360000","SUV"
"SUZUKI","PC","1","4","A","SUZUKI JIMNY JX 1.3 4X4 M/T","738000","650000","575000","505000","465000","0","0","330000","SUV"
"SUZUKI","PC","1","5","B","SUZUKI KIZASHI 2.4 CVT A/T","1348000","1190000","1050000","1070000","0","0","0","0","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI MULTI-CAB PUP M/T","0","0","0","0","0","0","0","170000","PICK UP"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT 1.2L A/T","648000","575000","0","0","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT 1.2L M/T","608000","540000","0","0","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT 1.4L A/T","789000","695000","615000","540000","475000","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT 1.4L M/T","749000","660000","585000","515000","480000","0","0","0","HATCHBACK"
"SUZUKI","PC","1","0","A","SUZUKI SWIFT 1.5 A/T","0","0","0","0","0","0","0","365000","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT 1.5 M/T","0","0","0","0","0","0","0","335000","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT 1.5L A/T","0","0","0","0","0","480000","425000","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT 1.5L M/T","0","0","0","0","0","480000","425000","0","HATCHBACK"
"SUZUKI","PC","1","0","A","SUZUKI SWIFT SPORT A/T","0","0","0","0","0","0","0","495000","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT DZIRE 1.2L M/T","0","0","495000","0","0","0","0","0","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT HB 1.5L A/T","0","0","0","0","505000","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT HB 1.5L M/T","0","0","0","0","480000","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT PRIME ED. 1.4L A/T","0","0","790000","700000","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SWIFT PRIME ED. 1.4L M/T","0","0","755000","665000","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SX4 1.6  A/T","0","0","0","0","0","585000","515000","455000","SEDAN"
"SUZUKI","PC","1","5","A","SUZUKI SX4 1.6 AERO 4DR A/T","0","0","0","640000","580000","0","0","0","SEDAN"
"SUZUKI","PC","1","5","B","SUZUKI SX4 1.6 C/O 5DR A/T","0","0","0","645000","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SX4 1.6 C/O PRIME ED 5DR A/T","0","0","875000","0","0","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","A","SUZUKI SX4 1.6 CROSSOVER 5DR A/T","899000","795000","700000","615000","540000","0","0","0","HATCHBACK"
"SUZUKI","PC","1","5","B","SUZUKI SX4 1.6 LIMITED ED 5DR A/T","0","0","0","790000","700000","0","0","0","HATCHBACK"
"TOYOTA","PC","1","4","B","TOYOTA 86 2.0 AERO A/T","0","0","0","1330000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","4","B","TOYOTA 86 2.0 OC A/T","1736000","1530000","1350000","1185000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","4","B","TOYOTA 86 2.0 OC M/T","1636000","1440000","1270000","1120000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","4","B","TOYOTA 86 2.0 WP A/T","1751000","1540000","1360000","1195000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","4","B","TOYOTA 86 2.0 WP M/T","1651000","1455000","1285000","1130000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","4","B","TOYOTA 86 2.0 OC AERO A/T","1946000","1715000","1510000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","4","B","TOYOTA 86 2.0 OC AERO M/T","1846000","1625000","1435000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","4","B","TOYOTA 86 2.0 WP AERO A/T","1961000","1730000","1525000","1340000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","4","B","TOYOTA 86 2.0 WP AERO M/T","1861000","1640000","1445000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","7","B","TOYOTA ALPHARD 2.4 OC A/T","2970000","2615000","2305000","2125000","1875000","1650000","0","0","MPV"
"TOYOTA","PC","1","7","B","TOYOTA ALPHARD 2.4 WP A/T","2985000","2630000","2315000","2135000","1880000","1655000","0","0","MPV"
"TOYOTA","PC","1","7","C","TOYOTA ALPHARD 3.5 OC A/T","3160000","2785000","2455000","2260000","1990000","1755000","0","0","MPV"
"TOYOTA","PC","1","7","C","TOYOTA ALPHARD 3.5 WP A/T","3175000","0","2165000","2270000","2000000","1760000","0","0","MPV"
"TOYOTA","PC","1","7","A","TOYOTA AVANZA 1.3 E  A/T","757000","670000","590000","535000","0","0","0","0","SUV"
"TOYOTA","PC","1","7","A","TOYOTA AVANZA 1.3 E  M/T","717000","635000","560000","510000","0","0","0","0","SUV"
"TOYOTA","PC","1","5","A","TOYOTA AVANZA 1.3 J 5-STR M/T","639000","565000","515000","450000","400000","350000","310000","275000","SUV"
"TOYOTA","PC","1","7","A","TOYOTA AVANZA 1.3 J 7-STR M/T","0","0","0","460000","405000","360000","315000","280000","SUV"
"TOYOTA","PC","1","5","A","TOYOTA AVANZA 1.3 J (TAXI) 5-STR M/T","0","0","0","430000","380000","0","0","0","SUV"
"TOYOTA","PC","1","7","A","TOYOTA AVANZA 1.5 G  A/T","877000","775000","680000","625000","555000","485000","430000","375000","SUV"
"TOYOTA","PC","1","7","A","TOYOTA AVANZA 1.5 G  M/T","837000","740000","650000","605000","535000","470000","415000","365000","SUV"
"TOYOTA","PC","1","5","A","TOYOTA C ALTIS 1.6 E  A/T","0","715000","0","0","0","0","410000","365000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA C ALTIS 1.6 E  M/T","836000","836000","655000","585000","520000","460000","405000","355000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA C ALTIS 1.6 G  A/T","935000","825000","725000","645000","580000","515000","450000","400000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA C ALTIS 1.6 G  M/T","879000","775000","685000","625000","560000","495000","435000","385000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA C ALTIS 1.6 G TRD  A/T","0","805000","730000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA C ALTIS 1.6 V OC A/T","999000","880000","775000","690000","620000","550000","485000","425000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA C ALTIS 1.6 V WP A/T","1014000","895000","790000","700000","630000","555000","490000","0","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA C ALTIS 1.6J  M/T","0","0","0","0","0","515000","0","400000","SEDAN"
"TOYOTA","PC","1","5","A","TOYOTA C ALTIS 1.6S  M/T","0","0","0","0","0","0","465000","410000","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA C ALTIS 1.8G  A/T","0","0","0","0","0","0","555000","490000","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA C ALTIS 1.8V  A/T","0","0","0","0","445000","0","345000","305000","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA C ALTIS 2.0 V OC A/T","1201000","1060000","935000","820000","735000","650000","570000","0","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA C ALTIS 2.0 V WP A/T","1216000","1075000","945000","830000","755000","665000","585000","0","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA CAMRY 2.4 E  A/T","0","0","0","0","0","0","0","650000","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA CAMRY 2.4 G OC A/T","0","0","0","885000","780000","690000","605000","535000","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA CAMRY 2.4 G WP A/T","0","0","0","895000","790000","695000","610000","540000","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA CAMRY 2.4 V OC A/T","0","0","0","0","820000","725000","640000","560000","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA CAMRY 2.4 V WP A/T","0","0","0","1030000","910000","800000","705000","620000","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA CAMRY 2.5 G OC A/T","1455000","1285000","1130000","1040000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA CAMRY 2.5 G WP A/T","1470000","1295000","1140000","1050000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA CAMRY 2.5 V OC A/T","1685000","1485000","1305000","1205000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA CAMRY 2.5 V WP A/T","1700000","1500000","1320000","1215000","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","C","TOYOTA CAMRY 3.5 Q OC A/T","2082000","1835000","1615000","0","1250000","1100000","970000","855000","SEDAN"
"TOYOTA","PC","1","5","C","TOYOTA CAMRY 3.5 Q WP A/T","2097000","1850000","1625000","1430000","1260000","1110000","975000","860000","SEDAN"
"TOYOTA","PC","1","5","C","TOYOTA CAMRY 3.5 V6 OC A/T","0","0","1655000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","C","TOYOTA CAMRY 3.5 V6 WP A/T","0","0","1665000","0","0","0","0","0","SEDAN"
"TOYOTA","PC","1","5","B","TOYOTA CROWN  M/T","0","0","0","0","0","0","2085000","0","SEDAN"
"TOYOTA","PC","1","7","C","TOYOTA FJ CRUISER  A/T","0","0","0","0","1805000","1590000","0","1235000","SUV"
"TOYOTA","PC","1","7","C","TOYOTA FJ CRUISER 4.0 V6 4X4 A/T","1798000","1585000","0","0","0","0","0","0","SUV"
"TOYOTA","PC","1","7","B","TOYOTA FORTUNER 2.5 G 4X2 A/T","0","0","1080000","1065000","940000","825000","730000","640000","SUV"
"TOYOTA","PC","1","7","B","TOYOTA FORTUNER 2.5 G 4X2 M/T","0","0","1030000","965000","850000","750000","660000","0","SUV"
"TOYOTA","PC","1","7","B","TOYOTA FORTUNER 2.5 OC G 4X2 A/T","1365000","1205000","0","0","0","0","0","0","SUV"
"TOYOTA","PC","1","7","B","TOYOTA FORTUNER 2.5 OC G 4X2 M/T","1295000","1140000","0","0","0","0","0","0","SUV"
"TOYOTA","PC","1","7","C","TOYOTA FORTUNER 2.5 OC V 4X2 A/T","1495000","1315000","1160000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","7","B","TOYOTA FORTUNER 2.5 WP G 4X2 A/T","0","0","1195000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","7","B","TOYOTA FORTUNER 2.5 WP G 4X2 M/T","0","1150000","1015000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","7","B","TOYOTA FORTUNER 2.5 WP V 4X2 A/T","1510000","1330000","1170000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","7","B","TOYOTA FORTUNER 2.7 G 4X2 A/T","0","0","1015000","1015000","895000","790000","695000","610000","SUV"
"TOYOTA","PC","1","7","B","TOYOTA FORTUNER 2.7 OC G 4X2 A/T","1282000","1130000","0","0","0","0","0","0","SUV"
"TOYOTA","PC","1","7","B","TOYOTA FORTUNER 2.7 WP G 4X2 A/T","1297000","0","1100000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","7","C","TOYOTA FORTUNER 3.0 V 4X4 A/T","0","0","0","1250000","1105000","970000","855000","750000","SUV"
"TOYOTA","PC","1","7","C","TOYOTA FORTUNER 3.0 OC V 4X4 A/T","1770000","1560000","1375000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","7","C","TOYOTA FORTUNER 3.0 WP V 4X4 A/T","1785000","1575000","1385000","0","0","0","0","0","SUV"
"TOYOTA","PC","1","10","B","TOYOTA HI-ACE 2.5 SG 1 A/T","0","0","0","0","0","0","975000","860000","VAN"
"TOYOTA","PC","1","10","B","TOYOTA HI-ACE 2.5 SG 2 A/T","0","0","0","0","0","0","990000","870000","VAN"
"TOYOTA","PC","1","15","B","TOYOTA HI-ACE COMM 2.5 M/T","1238000","1090000","960000","920000","810000","715000","630000","550000","VAN"
"TOYOTA","PC","1","11","B","TOYOTA HI-ACE GL 1T GRAND M/T","0","0","0","1100000","970000","855000","0","660000","VAN"
"TOYOTA","PC","1","11","B","TOYOTA HI-ACE GL 2T GRAND M/T","0","0","0","1110000","980000","860000","760000","670000","VAN"
"TOYOTA","PC","1","11","B","TOYOTA HI-ACE GL GRANDIA 1T A/T","1625000","1435000","0","0","0","0","0","0","VAN"
"TOYOTA","PC","1","11","B","TOYOTA HI-ACE GL GRANDIA 1T M/T","1560000","1375000","1210000","0","0","0","0","0","VAN"
"TOYOTA","PC","1","11","B","TOYOTA HI-ACE GL GRANDIA 2T A/T","1640000","1445000","0","0","0","0","0","0","VAN"
"TOYOTA","PC","1","11","B","TOYOTA HI-ACE GL GRANDIA 2T M/T","1575000","1390000","1220000","0","0","0","0","0","VAN"
"TOYOTA","PC","1","11","B","TOYOTA HI-ACE SG FABRIC 1T A/T","1825000","1600000","1395000","1285000","1135000","1000000","0","0","VAN"
"TOYOTA","PC","1","11","B","TOYOTA HI-ACE SG FABRIC 2T A/T","1840000","1620000","1425000","1295000","1140000","1005000","0","0","VAN"
"TOYOTA","PC","1","11","B","TOYOTA HI-ACE SG LEATHER 1T A/T","1980000","1745000","1535000","1400000","1235000","1085000","0","0","VAN"
"TOYOTA","PC","1","11","B","TOYOTA HI-ACE SG LEATHER 2T A/T","0","1730000","1525000","1405000","1240000","1090000","0","0","VAN"
"TOYOTA","PC","1","5","B","TOYOTA HI-LUX 2.5 E 4X2 M/T","994000","875000","770000","670000","590000","520000","460000","405000","PICK-UP"
"TOYOTA","PC","1","5","B","TOYOTA HI-LUX 2.5 G 4X2 A/T","1216000","1075000","945000","0","0","0","0","0","PICK-UP"
"TOYOTA","PC","1","5","B","TOYOTA HI-LUX 2.5 G 4X2 M/T","1162000","1025000","900000","785000","695000","610000","535000","475000","PICK-UP"
"TOYOTA","PC","1","5","B","TOYOTA HI-LUX 2.5 G 4X4 A/T","0","0","1175000","0","0","0","0","0","PICK-UP"
"TOYOTA","PC","1","5","B","TOYOTA HI-LUX 2.5 G 4X4 M/T","0","0","1100000","0","0","0","0","0","PICK-UP"
"TOYOTA","PC","1","5","B","TOYOTA HI-LUX 2.5 G W/ DVD 4X4 M/T","0","0","1135000","0","0","0","0","0","PICK-UP"
"TOYOTA","PC","1","5","B","TOYOTA HI-LUX 2.5 J 4X2 M/T","865000","765000","675000","600000","530000","465000","410000","360000","PICK-UP"
"TOYOTA","PC","1","5","B","TOYOTA HI-LUX 2.7 G 4X2 A/T","0","0","0","0","0","0","0","515000","PICK-UP"
"TOYOTA","PC","1","5","C","TOYOTA HI-LUX 3.0 G 4X4 A/T","1485000","1310000","1150000","1015000","895000","785000","690000","610000","PICK-UP"
"TOYOTA","PC","1","5","C","TOYOTA HI-LUX 3.0 G 4X4 M/T","1451000","1280000","1125000","990000","875000","770000","675000","595000","PICK-UP"
"TOYOTA","CV","1","3","A","TOYOTA HI-LUX C/C 2.5 M/T","0","630000","555000","495000","440000","385000","340000","0","CAB & CHASIS"
"TOYOTA","PC","1","12","B","TOYOTA HI-LUX FX W/AC M/T","0","0","0","620000","550000","485000","0","0","AUV"
"TOYOTA","PC","1","12","B","TOYOTA HI-LUX FX W/OAC M/T","0","0","0","605000","535000","470000","0","0","AUV"
"TOYOTA","PC","1","12","B","TOYOTA HI-LUX HSPUR  M/T","0","0","0","0","0","0","470000","0","AUV"
"TOYOTA","PC","1","5","B","TOYOTA HI-LUX W/ REAR AC FX M/T","0","785000","695000","0","0","0","0","0","PICK-UP"
"TOYOTA","PC","1","5","B","TOYOTA HI-LUX W/O REAR AC FX M/T","0","755000","665000","0","0","0","0","0","PICK-UP"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 E GAS A/T","1007000","890000","785000","710000","625000","550000","485000","445000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 E GAS M/T","942000","830000","735000","665000","595000","525000","460000","405000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 G GAS A/T","0","0","0","0","0","605000","535000","470000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 G GAS M/T","0","0","0","0","0","560000","495000","435000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 G OC GAS A/T","1123000","990000","870000","770000","675000","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 G OC GAS M/T","1058000","935000","825000","725000","640000","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 G WP GAS A/T","1138000","1005000","885000","780000","685000","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 J GAS M/T","832000","735000","645000","590000","520000","460000","405000","355000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 V GAS A/T","0","0","0","0","0","630000","555000","490000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 V OC GAS A/T","1206000","1065000","940000","825000","730000","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.0 V WP GAS A/T","1221000","1075000","950000","835000","735000","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 E DSL A/T","1062000","935000","825000","750000","665000","585000","515000","450000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 E DSL M/T","997000","880000","775000","705000","625000","550000","485000","425000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 E SR A/T","0","0","0","0","0","590000","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 E SR M/T","0","0","0","0","0","650000","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 E W/AB M/T","0","0","0","0","0","0","0","460000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 G DSL A/T","0","0","0","0","0","625000","555000","485000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 G DSL M/T","0","0","0","0","0","590000","520000","460000","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 G OC DSL A/T","1178000","1040000","915000","835000","735000","0","0","0","SUV"
"TOYOTA","PC","1","8","A","TOYOTA INNOVA 2.5 G OC DSL M/T","1113000","980000","865000","790000","700000","0","0","0","SUV"
"TOYOTA","PC","1","8","B","TOYOTA INNOVA 2.5 G OC LTD DSL A/T","0","1070000","0","0","0","0","0","0","SUV"
